,0
2002-03-31,0.16866041287454747
2002-04-30,0.065023411397235
2002-05-31,0.03240664499690338
2002-06-30,-0.05796400092242715
2002-07-31,0.05518019743586011
2002-08-31,0.05127695986716807
2002-09-30,0.04405649717101978
2002-10-31,-0.028274634089687112
2002-11-30,-0.0900945317731523
2002-12-31,0.11151757051564637
2003-01-31,0.11183880727475204
2003-02-28,0.0838369168777664
2003-03-31,-0.06679809300271522
2003-04-30,-0.17366888368065325
2003-05-31,-0.002199923043840535
2003-06-30,0.08696196419015179
2003-07-31,0.003001275926314939
2003-08-31,0.026290161411892665
2003-09-30,-0.10906240482474505
2003-10-31,0.06914409132973987
2003-11-30,0.025066085227358315
2003-12-31,0.03228479506968718
2004-01-31,0.0656763256681332
2004-02-29,0.010862872857404948
2004-03-31,0.05760185154732378
2004-04-30,0.00023664438375847752
2004-05-31,0.09159270340419257
2004-06-30,-0.05748082939256216
2004-07-31,0.06989495614797203
2004-08-31,0.09636360096646657
2004-09-30,0.02273424674064417
2004-10-31,0.14832706017557307
2004-11-30,-0.09464554537501702
2004-12-31,-0.11625303655806274
2005-01-31,0.08200210708794131
2005-02-28,0.027625787641823774
2005-03-31,0.11813839539064563
2005-04-30,-0.022541164441530537
2005-05-31,-0.06120284766822648
2005-06-30,0.12292891223222124
2005-07-31,0.045838597799557235
2005-08-31,0.0966986494710591
2005-09-30,0.009212603977485578
2005-10-31,-0.05205325824556706
2005-11-30,-0.06533121129080488
2005-12-31,0.018506669432248657
2006-01-31,0.09732648562646062
2006-02-28,-0.060655264096203254
2006-03-31,0.016959807872414245
2006-04-30,0.10239047241426036
2006-05-31,0.019965434850945485
2006-06-30,0.0015066568218164988
2006-07-31,0.04761627103702715
2006-08-31,-0.018555583612140047
2006-09-30,-0.13532706217248247
2006-10-31,-0.07999651654473094
2006-11-30,0.0032094469200307785
2006-12-31,0.04753810370131806
2007-01-31,-0.1281585940358152
2007-02-28,0.08393994194940291
2007-03-31,0.0194269954907087
2007-04-30,0.05684242439108278
2007-05-31,-0.008199813804999678
2007-06-30,0.06164149725371981
2007-07-31,0.09368795074256564
2007-08-31,-0.02405369633432297
2007-09-30,0.09936069521676316
2007-10-31,0.07104352734651975
2007-11-30,0.0994742224591807
2007-12-31,-0.03309742406616323
2008-01-31,0.01390137985233686
2008-02-29,0.02564983472661897
2008-03-31,0.10034302171364917
2008-04-30,0.06539327868576628
2008-05-31,0.10782152359683916
2008-06-30,0.06545423518565041
2008-07-31,-0.0038098394247194634
2008-08-31,-0.13381725274403955
2008-09-30,-0.11382758728393139
2008-10-31,-0.3067786063234603
2008-11-30,-0.2902446457095973
2008-12-31,-0.33192710820408244
2009-01-31,0.01420207155555886
2009-02-28,-0.06494155169720228
2009-03-31,0.20413190921697355
2009-04-30,0.034999985885764584
2009-05-31,0.17308912650728425
2009-06-30,0.16533179084171845
2009-07-31,-0.08209265020082412
2009-08-31,0.10205060899187934
2009-09-30,-0.023306620962250335
2009-10-31,0.08697878797229741
2009-11-30,0.02959831857791162
2009-12-31,-0.046184253619852456
2010-01-31,0.05048055652464534
2010-02-28,-0.02505956854700564
2010-03-31,0.061140734275009656
2010-04-30,0.03733904804124144
2010-05-31,-0.13370427427390563
2010-06-30,0.021364045749367122
2010-07-31,0.012971886235628283
2010-08-31,0.003656420921052117
2010-09-30,-0.017876888721406914
2010-10-31,0.08470345275552127
2010-11-30,0.02841070864961104
2010-12-31,0.056451973992480475
2011-01-31,0.00027581207329330226
2011-02-28,-0.0066619941620205125
2011-03-31,0.14944675105314698
2011-04-30,0.0628862845828202
2011-05-31,-0.08208666209371263
2011-06-30,-0.047039285270232156
2011-07-31,0.01073959825994475
2011-08-31,-0.11962254413690232
2011-09-30,-0.009517832232189605
2011-10-31,0.009394320029446845
2011-11-30,0.11827510178945921
2011-12-31,0.014330483015468687
2012-01-31,0.017206964447789908
2012-02-29,0.019069363265838746
2012-03-31,0.03795516533924559
2012-04-30,-0.027085334437172648
2012-05-31,-0.0876067465269772
2012-06-30,-0.13982229123158607
2012-07-31,0.06573402001759998
2012-08-31,0.06854503323200678
2012-09-30,0.0040539681367892655
2012-10-31,-0.05460316804104437
2012-11-30,-0.03363377840266324
2012-12-31,0.01523126362645666
2013-01-31,0.07557325442581142
2013-02-28,0.005811490509998407
2013-03-31,-0.025185708513621563
2013-04-30,-0.00991722055137867
2013-05-31,0.026680075969122363
2013-06-30,0.013274747901286688
2013-07-31,0.08884564173358989
2013-08-31,0.01800640814500465
2013-09-30,-0.0026611338563791165
2013-10-31,-0.05562814320392473
2013-11-30,-0.06869143409778555
2013-12-31,0.03928912091123227
2014-01-31,-0.03129737325731785
2014-02-28,0.06347197278350958
2014-03-31,-0.00013449874067550383
2014-04-30,0.01247337388904235
2014-05-31,0.001058479944576085
2014-06-30,0.03478850605195305
2014-07-31,-0.021068871504072995
2014-08-31,-0.07050966731976516
2014-09-30,-0.03504252184865475
2014-10-31,-0.09934410624838907
2014-11-30,-0.10757192737915489
2014-12-31,-0.24551108923615583
2015-01-31,-0.2276519702015034
2015-02-28,0.06884312869685205
2015-03-31,-0.056119480787704124
2015-04-30,0.12981531890697262
2015-05-31,0.08468359174939666
2015-06-30,0.00931354208823354
2015-07-31,-0.1614516708905116
2015-08-31,-0.17176404355552854
2015-09-30,0.059145458326771205
2015-10-31,0.01622907836221099
2015-11-30,-0.08531749714874781
2015-12-31,-0.1321705391973027
2016-01-31,-0.16021799751745247
2016-02-29,-0.04387874252862911
2016-03-31,0.2136700324740839
2016-04-30,0.0820078406958702
2016-05-31,0.13642487265049397
2016-06-30,0.042845124175237004
2016-07-31,-0.08796646908311079
2016-08-31,0.0016301460403647106
2016-09-30,0.01018916148374105
2016-10-31,0.09681042446183019
2016-11-30,-0.08627413438256504
2016-12-31,0.12943229278730595
2017-01-31,0.010213565397663604
2017-02-28,0.018201861759636895
2017-03-31,-0.08060287343902495
2017-04-30,0.034523374058807565
2017-05-31,-0.05193538810373566
2017-06-30,-0.07047212550769322
2017-07-31,0.03165119188101473
2017-08-31,0.029715244381537165
2017-09-30,0.03648601134657348
2017-10-31,0.03463328375334562
2017-11-30,0.0936002898123145
2017-12-31,0.021707590000909605
2018-01-31,0.09576431865849244
2018-02-28,-0.02333339481765684
2018-03-31,0.007927555430620181
2018-04-30,0.05473666907275909
2018-05-31,0.054690539693450724
2018-06-30,-0.030540282141832797
2018-07-31,0.04477505039862972
2018-08-31,-0.04209248862960102
2018-09-30,0.03147976163478905
2018-10-31,0.007328553926967629
2018-11-30,-0.21672338849655848
2018-12-31,-0.13997799098352193
2019-01-31,0.0367328552296704
2019-02-28,0.0673443038111361
2019-03-31,0.05654056576696842
2019-04-30,0.09368002486175708
2019-05-31,-0.04869969029325283
2019-06-30,-0.10694433806901849
2019-07-31,0.04822754642491134
2019-08-31,-0.045515970327019595
2019-09-30,0.03832299245133708
2019-10-31,-0.05382157848098457
2019-11-30,0.05561019286514801
2019-12-31,0.047374703823208186
2020-01-31,-0.03916817303769626
2020-02-29,-0.12929898605206747
2020-03-31,-0.5483838629428979
2020-04-30,-0.5681910796114207
2020-05-31,0.5458524413729995
2020-06-30,0.29354509794618977
2020-07-31,0.06084516130157347
2020-08-31,0.03922484390600145
2020-09-30,-0.06601522727132458
2020-10-31,-0.006032563803674229
2020-11-30,0.03838131851489024
2020-12-31,0.08434436258114175
